start,end,outdated,outdated,outdated,team_code,drain_number,location,lat,long,alt,accuracy,date_time,record_consent,use_consent,outdated,name_occupation,lived_years,flood_history,outdated,outdated,outdated,flood_height,flood_level_pic,kobo_link,last_flooded,flood_clear,desiliting,desilting_other,last_cleaned,last_cleaned_other,maintenance,activities,public_health,specify,other _info,,audio,audio,audio,,,,,,,,,,,index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct audit",A50,,,,,,,,,,,,,Yes,1,0,0,6-10 inches,,,,,Once a year,,More than 6 months,,Do not know,,,,,OK,,,,736310631,e8a92ed8-e6f5-44af-8ac5-1eaaf8b9c863,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:e8a92ed8-e6f5-44af-8ac5-1eaaf8b9c863,211,V100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct audit",A56,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Do not know,,Cannot find info.,,Do not know,,,,,OK,,,,736325147,6c0c7b76-0df1-4abd-8a3d-1a6bac6198ad,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:6c0c7b76-0df1-4abd-8a3d-1a6bac6198ad,212,V100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct audit",A56,,,,,,,,,,,,,Cannot find info.,0,0,1,Cannot find info. ,,,,,Cannot find info.,,Cannot find info.,,Do not know,,,,,OK,,,,736335550,3ed59968-c723-48d1-b5a7-2407d11dd16a,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:3ed59968-c723-48d1-b5a7-2407d11dd16a,213,V100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct audit",A52,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Every 6 months,,2-6 months back,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,736359239,9a2fd403-22e0-4a86-a0ef-7ed71dd984ff,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:9a2fd403-22e0-4a86-a0ef-7ed71dd984ff,214,V100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct audit",A56,,,,,,,,,,,,,No,0,1,0,Cannot find info. ,,,,,Cannot find info.,,Cannot find info.,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,736661115,2a30ae4f-e8c7-45fa-a774-93b1218696fa,27-04-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:2a30ae4f-e8c7-45fa-a774-93b1218696fa,215,V100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-2026,09-05-2026,,,"Yes, I feel safe to conduct audit",A35,,,,,,,,,,,,,Yes,1,0,0,Does not flood,,,,,Cannot find info.,,2-6 months back,,GBA SWD Dept. ,,,,,OK,,,,747066797,bbca9180-8def-469c-b6ae-5c1a866efa4c,09-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:bbca9180-8def-469c-b6ae-5c1a866efa4c,216,K200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-17T08:20:00.262+0530:00,2026-05-17T08:25:29.466+0530:00,,,"Yes, I feel safe to conduct audit",A64,,,,,,,,,,,,,Yes,1,0,0,6-10 inches,,,,,Every 6 months,,Cannot find info.,,GBA SWD Dept. ,,,,,OK,,,,754403365,1d364d05-bc8f-4ca1-8259-bbb7912a0d1a,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:1d364d05-bc8f-4ca1-8259-bbb7912a0d1a,217,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-17T08:41:17.904+0530:00,2026-05-17T08:45:24.700+0530:00,,,"Yes, I feel safe to conduct audit",A64,,,,,,,,,,,,,Cannot find info.,0,0,1,Cannot find info. ,,,,,Every 6 months,,Cannot find info.,,GBA SWD Dept. ,,,,,OK,,,,754411236,eb0598e7-1c2b-4705-8ba8-166d9348ad35,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:eb0598e7-1c2b-4705-8ba8-166d9348ad35,218,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-17T08:54:25.205+0530:00,2026-05-17T09:04:53.570+0530:00,,,"Yes, I feel safe to conduct audit",A62,,,,,,,,,,,,,Yes,1,0,0,More than 10 inches,,,,,Do not know,,2-6 months back,,Do not know,,,,,,,,,754412967,e1e80531-e8e9-406a-bdd8-8e23a99e20ab,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:e1e80531-e8e9-406a-bdd8-8e23a99e20ab,219,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2026,17-05-2026,,,"Yes, I feel safe to conduct audit",A64,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Cannot find info.,,2-6 months back,,Do not know,,,,,OK,,,,754414118,057df2c0-efeb-4951-adde-679e6d844b72,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:057df2c0-efeb-4951-adde-679e6d844b72,220,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2026,17-05-2026,,,"Yes, I feel safe to conduct audit",A64,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Do not know,,Cannot find info.,,Do not know,,,,,OK,,,,754418556,0fa245f4-cb42-4d61-81a0-511d69494225,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:0fa245f4-cb42-4d61-81a0-511d69494225,221,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2026,17-05-2026,,,"Yes, I feel safe to conduct audit",A64,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Every 6 months,,More than 6 months,,Do not know,,,,,OK,,,,754421821,8d381849-223d-420c-838b-cb4e00b7c0b6,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:8d381849-223d-420c-838b-cb4e00b7c0b6,222,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-17T10:08:37.265+0530:00,2026-05-17T10:11:59.481+0530:00,,,"Yes, I feel safe to conduct audit",A62,,,,,,,,,,,,,No,0,1,0,Upto  1 inch,,,,,Once a year,,Cannot find info.,,GBA (Previously known as BBMP) Ward Office,,,,,,,,,754427461,b199b533-5cbe-45d1-b337-7f01734661ff,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:b199b533-5cbe-45d1-b337-7f01734661ff,223,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2026,17-05-2026,,,"Yes, I feel safe to conduct audit",A64,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Once a year,,2-6 months back,,Do not know,,,,,OK,,,,754427536,aea0ce55-0135-40cf-90b5-e841b3d7db63,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:aea0ce55-0135-40cf-90b5-e841b3d7db63,224,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2026,17-05-2026,,,"Yes, I feel safe to conduct audit",A64,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Do not know,,Last month,,Do not know,,,,,OK,,,,754429571,09c20e11-c9a6-4417-9227-9765c07caaf8,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:09c20e11-c9a6-4417-9227-9765c07caaf8,225,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2026,17-05-2026,,,"Yes, I feel safe to conduct audit",A61,,,,,,,,,,,,,Yes,1,0,0,More than 10 inches,,,,,Once a year,,2-6 months back,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,754434126,e1d04a85-05b6-413d-b0f8-44aa3c277b0b,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:e1d04a85-05b6-413d-b0f8-44aa3c277b0b,226,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2026,17-05-2026,,,"Yes, I feel safe to conduct audit",A61,,,,,,,,,,,,,Cannot find info.,0,0,1,Cannot find info. ,,,,,Cannot find info.,,Cannot find info.,,No one,,,,,OK,,,,754434140,b588be81-14d7-4ea6-af62-1e13eeb0ad3f,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:b588be81-14d7-4ea6-af62-1e13eeb0ad3f,227,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2026,17-05-2026,,,"Yes, I feel safe to conduct audit",A61,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Do not know,,Cannot find info.,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,754434193,ee1714d5-2d19-4758-92a9-fc5c1ccc8416,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:ee1714d5-2d19-4758-92a9-fc5c1ccc8416,228,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2026,17-05-2026,,,"Yes, I feel safe to conduct audit",A61,,,,,,,,,,,,,Yes,1,0,0,Cannot find info. ,,,,,Once a year,,Last month,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,754434257,d771cccf-9758-4269-9ddc-e7480f4c4fe9,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:d771cccf-9758-4269-9ddc-e7480f4c4fe9,229,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2026,17-05-2026,,,"Yes, I feel safe to conduct audit",A61,,,,,,,,,,,,,Cannot find info.,0,0,1,Cannot find info. ,,,,,Cannot find info.,,Cannot find info.,,Do not know,,,,,OK,,,,754434699,ce6d484d-920e-4c64-a3bf-9bd62c9454f3,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:ce6d484d-920e-4c64-a3bf-9bd62c9454f3,230,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2026,17-05-2026,,,"Yes, I feel safe to conduct audit",A61,,,,,,,,,,,,,Cannot find info.,0,0,1,Cannot find info. ,,,,,Cannot find info.,,Cannot find info.,,Do not know,,,,,OK,,,,754434702,3036645c-5305-4fb5-960f-51e32ab3764e,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:3036645c-5305-4fb5-960f-51e32ab3764e,231,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2026,17-05-2026,,,"Yes, I feel safe to conduct audit",A61,,,,,,,,,,,,,Cannot find info.,0,0,1,Cannot find info. ,,,,,Cannot find info.,,Cannot find info.,,Do not know,,,,,OK,,,,754434707,4b472e37-39ad-493f-a3ec-bbbaba4b6c1f,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:4b472e37-39ad-493f-a3ec-bbbaba4b6c1f,232,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-17T10:46:05.320+0530:00,2026-05-17T10:50:34.743+0530:00,,,"Yes, I feel safe to conduct audit",A62,,,,,,,,,,,,,No,0,1,0,Upto  1 inch,,,,,Once a year,,2-6 months back,,Do not know,,,,,,,,,754438458,8e576cc7-2607-4fd4-a387-55b1da30122c,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:8e576cc7-2607-4fd4-a387-55b1da30122c,233,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2026,17-05-2026,,,"Yes, I feel safe to conduct audit",A63,,,,,,,,,,,,,Yes,1,0,0,More than 10 inches,,,,,Cannot find info.,,More than 6 months,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,754441046,ea51084f-4e82-424f-bfca-f2a126890034,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:ea51084f-4e82-424f-bfca-f2a126890034,234,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2026,17-05-2026,,,"Yes, I feel safe to conduct audit",A63,,,,,,,,,,,,,Yes,1,0,0,More than 10 inches,,,,,Once a year,,More than 6 months,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,754441085,62bf9142-9c11-4c60-8b0a-a3fdb61ed474,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:62bf9142-9c11-4c60-8b0a-a3fdb61ed474,235,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2026,17-05-2026,,,"Yes, I feel safe to conduct audit",A63,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Do not know,,More than 6 months,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,754441127,44e475f0-fcec-472e-badc-c1e2d0e573ac,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:44e475f0-fcec-472e-badc-c1e2d0e573ac,236,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2026,17-05-2026,,,"Yes, I feel safe to conduct audit",A63,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Do not know,,Cannot find info.,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,754441131,8f4aa03e-1ee9-4456-bac8-e26293642861,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:8f4aa03e-1ee9-4456-bac8-e26293642861,237,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2026,17-05-2026,,,"Yes, I feel safe to conduct audit",A63,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Once a year,,More than 6 months,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,754441148,77ad99c4-c9ef-4583-ab0a-6dd6c3c4e96a,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:77ad99c4-c9ef-4583-ab0a-6dd6c3c4e96a,238,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2026,17-05-2026,,,"Yes, I feel safe to conduct audit",A63,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Once a year,,Cannot find info.,,GBA (Previously known as BBMP) Ward Office,,,,,OK,,,,754441215,6503cc22-9b7e-45b9-ae53-cfbe71bc0216,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:6503cc22-9b7e-45b9-ae53-cfbe71bc0216,239,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-17T11:04:12.985+0530:00,2026-05-17T11:06:11.652+0530:00,,,"Yes, I feel safe to conduct audit",A62,,,,,,,,,,,,,No,0,1,0,2-5 inches,,,,,Cannot find info.,,More than 6 months,,GBA (Previously known as BBMP) Ward Office,,,,,,,,,754444072,a5a0c1aa-e22e-4997-b5a1-813e8d999414,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:a5a0c1aa-e22e-4997-b5a1-813e8d999414,240,RN572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2026,18-05-2026,,,"Yes, I feel safe to conduct audit",A58,,,,,,,,,,,,,Cannot find info.,0,0,1,Cannot find info. ,,,,,Cannot find info.,,Cannot find info.,,Do not know,,,,,OK,,,,754452369,42169183-7eb9-49c9-b71c-9565565283ba,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:d4a76191-3f0f-4720-9c3d-894f99ad985c,241,RN181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2026,18-05-2026,,,"Yes, I feel safe to conduct audit",A58,,,,,,,,,,,,,No,0,1,0,Does not flood,,,,,Do not know,,Cannot find info.,,Do not know,,,,,OK,,,,754453077,554f2133-2f06-42d6-9f1e-aab929dd362b,17-05-2026,,,submitted_via_web,,vYpLhLP9QFCbxRTo2Cm3SK,,uuid:9f36b7a8-7fda-4752-9edc-8422dfe82659,242,RN181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-04,2026-07-24,,,"Yes, I feel safe to conduct audit",A67,C100,12.975546 77.63237 820.2156982421875 4.833,12.975546,77.63237,820.2156982,4.833,2026-07-04,"Denied consent, please tap the three dots in the top right corner and TURN OFF background audio recording before you continue..",,,R Murugan - waste collection,3,No,,,,Does not flood,,,10 years ago,No flooding,Do not know,,2-6 months back,,Do not know,"Parking, littering, grandening",Yes (please specify),"Mosquitos, breeding of flies and foul odor",Not applicable,OK,,,,801866377,3adf748c-450f-43f6-94ad-1ea4602b07d1,2026-07-04,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:ab6b1123-6255-4ea6-ad74-298929c2ac9f,1,C100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-04,2026-07-04,,,"Yes, I feel safe to conduct audit",A67,C100,12.9710498 77.6344609 0.0 100.0,12.9710498,77.6344609,0,100,2026-07-04,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",No,,Prema - house hold work,30,No,,,,2-5 inches,1783147775271.jpg,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/801866402/attachments/attUfJto4HxPhoWjQCrv7TAR/,5 years ago , 1 hour,Every 6 months,,2-6 months back,,Private,"Games, parking, community get together ",No,,Garlands and other solid waste gathering at bridge ,OK,,,,801866402,e5474407-2b8e-455a-93f3-8e93ee375070,2026-07-04,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:e5474407-2b8e-455a-93f3-8e93ee375070,2,C100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-04,2026-07-04,,,"Yes, I feel safe to conduct audit",A66,C100,12.9774817 77.6292497 818.3999633789062 4.96,12.9774817,77.6292497,818.3999634,4.96,2026-07-04,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Babu shop owner ,60,Yes,,,,More than 10 inches,1783141901477.jpg,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/801875339/attachments/attGjurB6XHvTiH4AaxWYTCv/,Last year ,2 hours ,Once a year,,Other (please specify),1 year ,GBA (Previously known as BBMP) Ward Office,Garbage dumping .,Yes (please specify),"Breathing issue , heart diseases",No ,OK,1783142070379.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/801875339/attachments/attz3RjzUceA47hVodQ5gMMW/,,801875339,7c412aba-a55f-4abf-ac53-f81ae26956b0,2026-07-04,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:7c412aba-a55f-4abf-ac53-f81ae26956b0,3,C100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-04,2026-07-04,,,"Yes, I feel safe to conduct audit",A66,C100,12.9774053 77.6294862 820.5999755859375 3.893,12.9774053,77.6294862,820.5999756,3.893,2026-07-04,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Sattar cycle repair shop,24,Yes,,,,6-10 inches,1783142458379.jpg,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/801875358/attachments/atthyUn66aMh8DXWbLBp2tEi/,Year ago ,30 mins ,Other (please specify),Over a year,Other (please specify),2 years,GBA (Previously known as BBMP) Ward Office,"Vehicle parking , throwing garbage ",No,,Bad smell from the area ,OK,1783142745745.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/801875358/attachments/attNF5zQyFJtAKowNdeawvaU/,,801875358,60299506-913d-4eb6-adf7-c0247a9a5cb7,2026-07-04,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:60299506-913d-4eb6-adf7-c0247a9a5cb7,4,C100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-04,2026-07-04,,,"Yes, I feel safe to conduct audit",A66,C100,12.9760548 77.6319029 820.0 4.332,12.9760548,77.6319029,820,4.332,2026-07-04,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Manju bike wash,36,Yes,,,,6-10 inches,1783143476995.jpg,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/801875379/attachments/attZg3jEPpsYKRPoTwnKRtU8/,3 years ago ,2 hours to 3days depending on rain ,Other (please specify),3 year gap ,2-6 months back,,GBA (Previously known as BBMP) Ward Office,"Throwing garbage , urination ",Yes (please specify),Kids and old people suffer from malaria and skin related diseases ,Mosquito repellant not being sprayed regularly ,OK,1783143819136.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/801875379/attachments/attSwRt4oMkezBWdFXSmFbun/,,801875379,9486aaa3-9ee2-4a8f-ab2f-c5ba7ddbb211,2026-07-04,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:9486aaa3-9ee2-4a8f-ab2f-c5ba7ddbb211,5,C100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-04,2026-07-04,,,"Yes, I feel safe to conduct audit",A66,C100,12.9738101 77.632948 818.2000122070312 5.088,12.9738101,77.632948,818.2000122,5.088,2026-07-04,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,"Saravan , store owner ",50,Yes,,,,More than 10 inches,1783144474928.jpg,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/801875391/attachments/attK7Smmk35weTjVA7zYMNcW/,1 month ago ,1 day ,Do not know,,2-6 months back,,GBA (Previously known as BBMP) Ward Office,Throwing garbage ,No,,"Smell from stagnant water , mosquitoes ",OK,1783144649974.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/801875391/attachments/attMC7Zr44oAmxXGAnvpwh2t/,,801875391,d333ca25-ffde-4123-bcba-3c65deac3633,2026-07-04,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:d333ca25-ffde-4123-bcba-3c65deac3633,6,C100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-04,2026-07-04,,,"Yes, I feel safe to conduct audit",A66,C100,12.9709403 77.6337109 818.5999755859375 3.939,12.9709403,77.6337109,818.5999756,3.939,2026-07-04,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Karunagar bike mechanic,50,Yes,,,,6-10 inches,1783145794268.jpg,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/801875403/attachments/att4Xj86zez6q5NWCkt7nK45/,1 month ,1 day ,Every 6 months,,Last month,,Do not know,Throwing garbage ,No,,Foul smell ,OK,1783145932843.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/801875403/attachments/atthkTgHAzN8LgHUHKxRRVD4/,,801875403,cf88f042-ae1d-4ced-af61-82e7e8905719,2026-07-04,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:cf88f042-ae1d-4ced-af61-82e7e8905719,7,C100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-04,2026-07-04,,,"Yes, I feel safe to conduct audit",A66,C100,12.9708127 77.6339976 818.7000122070312 31.587,12.9708127,77.6339976,818.7000122,31.587,2026-07-04,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Arun kumar ,40,No,,,,Does not flood,,,4-5 years back ,2-3 hours ,Once a year,,2-6 months back,,Do not know,No ,No,,No,OK,1783146248938.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/801875419/attachments/attVCfadJYqKSMco4Fg7xfML/,,801875419,c2699200-bd3d-470f-a554-cd7b7f5f416c,2026-07-04,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:c2699200-bd3d-470f-a554-cd7b7f5f416c,8,C100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-04T11:24:31.265+0530:00,2026-07-04T11:31:05.847+0530:00,,,"Yes, I feel safe to conduct audit",A67,C100,12.97284079 77.63296935 845.6461615082 27.056,12.97284079,77.63296935,845.6461615,27.056,2026-07-04T11:25:00.000+0530:00,"Denied consent, please tap the three dots in the top right corner and TURN OFF background audio recording before you continue..",,,Tailor,30,No,,,,Does not flood,,,10 years ago,Na,Do not know,,More than 6 months,,Do not know,Parking and Garbage dumping,No,,They hate the maintenance along the walls.  Lots of garbage dumping and illegal parking,OK,,,,801876395,55d4e95d-79b4-416c-8655-c362dcb1a859,2026-07-04,On Hold,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:55d4e95d-79b4-416c-8655-c362dcb1a859,9,C100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-04T12:08:29.969+0530:00,2026-07-04T12:22:27.220+0530:00,,,"Yes, I feel safe to conduct audit",A67,C100,12.97039039 77.63408920 889.7781201552 6.169,12.97039039,77.6340892,889.7781202,6.169,2026-07-04T12:09:00.000+0530:00,"Denied consent, please tap the three dots in the top right corner and TURN OFF background audio recording before you continue..",,,Vishnu - Youth Welfare Association ,30,No,,,,Does not flood,,,NA,NA,Other (please specify),The association does their own cleaning. The government does not do,More than 6 months,,Private,Houses built until the edge,Yes (please specify),Lots of mosquitoes and related illnesses but has reduced significantly because the residents now have access to BBMP garbage collection and pay for cleaning occasionally ,They pay for cleaning but lots of garbage comes from upstream and and all collects along this part of the drain. People throw massive objects like mattresses too,OK,,,,801876400,0b67d910-defb-4e78-a038-392a8b28846a,2026-07-04,On Hold,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:0b67d910-defb-4e78-a038-392a8b28846a,10,C100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
