_index,start,end,form1,section1,safety,team_code,rhs_lhs,location,lat,long,alt,precision,date_time,section2,wall_condition,wall_height,fence,wall_material,wall_pic,outdated,street_pic,field_23,section3,bridge_type,bridge_condition,bridge_walkable,bridge_pic,outdated_1,piers_condition,piers_num,piers_pic,section4,field_34,elec_condition,elec_pic,field_37,cables_condition,cables_pic,outdated_2,manholes_condition,manholes_pic,outdated_3,outdated_4,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,meta/rootUuid,_drain,_secondarydrain,team_name,corporatio,valley
42,31-01-2026,31-01-2026,,,"Yes, I feel safe to conduct the audit",A4,Right hand side (RHS),12.9159835 77.6334757 810.8999633789062 4.65,12.9159835,77.6334757,810.8999634,4.65,2026/01/31 12:21:00+0530,,Retaining wall intact throughout the stretch,2,There is no fence ,Reinforced Cement Concrete (RCC),1769842316624.jpg,,,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,No,,,No,,,OK,660598072,43f842ef-0a0c-4e9b-a874-26818a55ce59,31-01-2026 08:58,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:43f842ef-0a0c-4e9b-a874-26818a55ce59,K200,,Mod Foundation,South,Koramangala Challaghatta Valley
43,07-02-2026,07-02-2026,,,"Yes, I feel safe to conduct the audit",A10,Left hand side (LHS),12.9553374 77.5120476 745.5 4.454,12.9553374,77.5120476,745.5,4.454,2026/02/07 11:09:00+0530,,Retaining wall intact throughout the stretch,4,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1770442839923.jpg,,1770442881204.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,Cannot see,,,Cannot see,,,OK,665824439,9e8550e8-7fc9-443d-80a2-3891b0eb4f1f,07-02-2026 05:50,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:9e8550e8-7fc9-443d-80a2-3891b0eb4f1f,V200,,Mod Foundation,West,Vrishabhavati Valley
44,07-02-2026,07-02-2026,,,"Yes, I feel safe to conduct the audit",A10,Left hand side (LHS),12.9562425 77.5121489 745.5 20.219,12.9562425,77.5121489,745.5,20.219,2026/02/07 11:18:00+0530,,Retaining wall intact throughout the stretch,4,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1770443318410.jpg,,1770443330584.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,Cannot see,,,Cannot see,,,OK,665824474,a3618f41-489d-46c0-9766-c634cfbf9ea5,07-02-2026 05:50,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:a3618f41-489d-46c0-9766-c634cfbf9ea5,V200,,Mod Foundation,West,Vrishabhavati Valley
45,07-02-2026,07-02-2026,,,"Yes, I feel safe to conduct the audit",A10,Left hand side (LHS),12.956806 77.5120249 743.0999755859375 3.892,12.956806,77.5120249,743.0999756,3.892,2026/02/07 11:22:00+0530,,Retaining wall intact throughout the stretch,0,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1770443619236.jpg,,1770443642938.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1770443810145.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665828029/attachments/attbG9h6jXQg3DF3idTJg7T8/,Yes,2,1770443865576.jpg,,,No,,,No,,,Yes,1770443942351.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665828029/attachments/attmo7AuNuzJo8WBhhwzusLu/,OK,665828029,3fb6cfa1-a59d-4ca7-ad7d-aaaeca9556d5,07-02-2026 05:59,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:3fb6cfa1-a59d-4ca7-ad7d-aaaeca9556d5,V200,,Mod Foundation,West,Vrishabhavati Valley
46,07-02-2026,07-02-2026,,,"Yes, I feel safe to conduct the audit",A10,Left hand side (LHS),12.958616 77.5149942 758.8999633789062 11.603,12.958616,77.5149942,758.8999634,11.603,2026/02/07 11:42:00+0530,,Retaining wall intact throughout the stretch,4,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1770444810688.jpg,,1770444847321.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1770444908859.jpg,,No,,,Yes,1770444930911.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665835999/attachments/attguLJEVXfZVXAeUbDy7idQ/,OK,665835999,9552a153-94d3-4b80-9c03-d400c069861c,07-02-2026 06:16,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:9552a153-94d3-4b80-9c03-d400c069861c,V200,,Mod Foundation,West,Vrishabhavati Valley
47,07-02-2026,07-02-2026,,,"Yes, I feel safe to conduct the audit",A10,Left hand side (LHS),12.9595223 77.5154651 755.2999877929688 3.8,12.9595223,77.5154651,755.2999878,3.8,2026/02/07 11:51:00+0530,,Retaining wall intact throughout the stretch,0,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1770445386979.jpg,,1770445406811.jpg,,,"Pedestrian, I see only people walking on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1770445448158.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665841121/attachments/attuX3AYQLRmHo3AC5AyfYYd/,No,0,1770445480037.jpg,,,No,1770445521083.jpg,,Yes,1770445538871.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665841121/attachments/attN25sEafAZoeS99FyrdHL9/,Yes,1770445561966.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665841121/attachments/att4VdE43nQRxjVRWu8Gzbt2/,OK,665841121,229dfb63-3361-4b3d-bc1e-d0522ce151bf,07-02-2026 06:26,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:229dfb63-3361-4b3d-bc1e-d0522ce151bf,V200,,Mod Foundation,West,Vrishabhavati Valley
49,07-02-2026,07-02-2026,,,"Yes, I feel safe to conduct the audit",A8,Right hand side (RHS),12.9555426 77.51148 741.5999755859375 4.268,12.9555426,77.51148,741.5999756,4.268,2026/02/07 11:08:00+0530,,Retaining wall intact throughout the stretch,12,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1770442811886.jpg,,1770442848658.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,No,,,Yes,1770443129712.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665847055/attachments/attTFHrkYRiBFSjzSSbKY6gn/,OK,665847055,330eb0cf-5692-42cb-b35b-4ba192a17db0,07-02-2026 06:40,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:330eb0cf-5692-42cb-b35b-4ba192a17db0,V200,,Mod Foundation,West,Vrishabhavati Valley
50,07-02-2026,07-02-2026,,,"Yes, I feel safe to conduct the audit",A8,Right hand side (RHS),12.9563074 77.5115527 741.2999877929688 3.958,12.9563074,77.5115527,741.2999878,3.958,2026/02/07 11:20:00+0530,,Retaining wall intact throughout the stretch,12,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1770443452013.jpg,,1770443498562.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,No,,,Cannot see,,,OK,665847102,ce2fc3b9-42d3-4798-9a19-e0bfb04ccc32,07-02-2026 06:40,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:ce2fc3b9-42d3-4798-9a19-e0bfb04ccc32,V200,,Mod Foundation,West,Vrishabhavati Valley
51,07-02-2026,07-02-2026,,,"Yes, I feel safe to conduct the audit",A8,Right hand side (RHS),12.9569304 77.5117461 743.0 4.9,12.9569304,77.5117461,743,4.9,2026/02/07 11:27:00+0530,,Retaining wall intact throughout the stretch,6,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1770443982885.jpg,,1770444077602.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1770444112955.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665847151/attachments/attg5a7uHL7xgK2xA6Ry4T9R/,Yes,2,1770444193063.jpg,,,Yes,1770444391674.jpg,,Yes,1770444427353.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665847151/attachments/attiTze3ncZfdT6Dhq4X5jrk/,Yes,1770444449616.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665847151/attachments/attDn59EwdVnwFgexZrEYDFC/,OK,665847151,e63ed9ad-c9d1-43d9-92ef-753bde6234a9,07-02-2026 06:40,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:e63ed9ad-c9d1-43d9-92ef-753bde6234a9,V200,,Mod Foundation,West,Vrishabhavati Valley
52,07-02-2026,07-02-2026,,,"Yes, I feel safe to conduct the audit",A8,Left hand side (LHS),12.9577513 77.5146713 759.3999633789062 3.426,12.9577513,77.5146713,759.3999634,3.426,2026/02/07 11:46:00+0530,,Broken in some places,0,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1770445098400.jpg,,1770445121355.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,No,,,Yes,1770445327855.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665847177/attachments/attkKCS6FgptPkVJN2sFbruD/,OK,665847177,e1746513-40e5-498a-8656-41a5c45deb7a,07-02-2026 06:41,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:e1746513-40e5-498a-8656-41a5c45deb7a,V200,,Mod Foundation,West,Vrishabhavati Valley
53,07-02-2026,07-02-2026,,,"Yes, I feel safe to conduct the audit",A9,Right hand side (RHS),12.9582837 77.5118079 747.0999755859375 3.886,12.9582837,77.5118079,747.0999756,3.886,2026/02/07 11:14:00+0530,,Retaining wall intact throughout the stretch,10,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1770443483344.jpg,,1770443541748.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,No,,,Yes,1770443686230.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665850182/attachments/attyjeFqiPqAR4kadHzTexSg/,OK,665850182,097868ce-c6c0-4fe5-aa94-f108a6685086,07-02-2026 06:48,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:097868ce-c6c0-4fe5-aa94-f108a6685086,V200,,Mod Foundation,West,Vrishabhavati Valley
54,07-02-2026,07-02-2026,,,"Yes, I feel safe to conduct the audit",A9,Left hand side (LHS),12.9581666 77.5149757 756.7000122070312 4.959,12.9581666,77.5149757,756.7000122,4.959,2026/02/07 12:10:00+0530,,Retaining wall intact throughout the stretch,8,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1770446606923.jpg,,1770446643180.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1770446693834.jpg,,Cannot see,,,Cannot see,,,OK,665850194,78f37121-33b0-4af4-9d0a-f2d85524c90d,07-02-2026 06:48,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:78f37121-33b0-4af4-9d0a-f2d85524c90d,V200,,Mod Foundation,West,Vrishabhavati Valley
55,07-02-2026,07-02-2026,,,"Yes, I feel safe to conduct the audit",A9,Left hand side (LHS),12.9578789 77.5139434 751.4567175986456 4.214,12.9578789,77.5139434,751.4567176,4.214,2026/02/07 11:45:00+0530,,Retaining wall intact throughout the stretch,4,There is no fence ,Reinforced Cement Concrete (RCC),1770445136376.jpg,,1770445160827.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1770445221686.jpg,,No,,,Yes,1770445290891.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665850208/attachments/att8yQk27rYf4zP7GspqQSgA/,OK,665850208,55ab1761-6828-4111-b379-6f753ab4cfa9,07-02-2026 06:48,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:55ab1761-6828-4111-b379-6f753ab4cfa9,V200,,Mod Foundation,West,Vrishabhavati Valley
56,07-02-2026,07-02-2026,,,"Yes, I feel safe to conduct the audit",A11,Left hand side (LHS),12.9587643 77.5120683 726.3656005859375 4.77,12.9587643,77.5120683,726.3656006,4.77,2026/02/07 11:14:00+0530,,Retaining wall intact throughout the stretch,13,There is no fence ,Reinforced Cement Concrete (RCC),1770443194686.jpg,,1770443262282.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,Cannot see,,,Yes,,,OK,665851222,3ccf75d7-0ec5-47c4-909b-9f6ac117640c,07-02-2026 06:49,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:3ccf75d7-0ec5-47c4-909b-9f6ac117640c,V200,,Mod Foundation,West,Vrishabhavati Valley
57,06-02-2026,07-02-2026,,,"Yes, I feel safe to conduct the audit",A11,Left hand side (LHS),12.9590324 77.5123103 736.0 4.77,12.9590324,77.5123103,736,4.77,2026/02/07 11:22:00+0530,,Retaining wall intact throughout the stretch,4,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1770443713078.jpg,,1770443754086.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,No,,,Yes,1770443924301.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665851267/attachments/attnAv98GXcFKgSnLG48yqcY/,OK,665851267,0969e889-33bc-42de-a8eb-c01a170f253d,07-02-2026 06:50,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:0969e889-33bc-42de-a8eb-c01a170f253d,V200,,Mod Foundation,West,Vrishabhavati Valley
58,07-02-2026,07-02-2026,,,"Yes, I feel safe to conduct the audit",A11,Left hand side (LHS),12.9576659 77.5142652 745.35498046875 3.944,12.9576659,77.5142652,745.3549805,3.944,2026/02/07 11:53:00+0530,,Broken in some places,,There is no fence ,Reinforced Cement Concrete (RCC),1770445603024.jpg,,1770445603024.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,Yes,1770445700068.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665851387/attachments/attfTozkHKk6WEEniNce49Qi/,Yes,1770445712800.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665851387/attachments/attjpKvKv6LJ5ahggq9QJBZ7/,OK,665851387,71911db7-0c21-4e42-85e6-6a2cc9bb6df7,07-02-2026 06:50,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:71911db7-0c21-4e42-85e6-6a2cc9bb6df7,V200,,Mod Foundation,West,Vrishabhavati Valley
59,07-02-2026,07-02-2026,,,"Yes, I feel safe to conduct the audit",A11,Left hand side (LHS),12.958931 77.5150956 745.9644775390625 3.976,12.958931,77.5150956,745.9644775,3.976,2026/02/07 12:11:00+0530,,Retaining wall intact throughout the stretch,2,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1770446601963.jpg,,1770446632695.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1770446695306.jpg,,Yes,1770446710806.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665851439/attachments/attZvahycdxEPsSUA35fXUzh/,Yes,1770446726711.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665851439/attachments/attW89GTwKNADGikN9Gd4Y35/,OK,665851439,735effe4-028e-456c-b909-7adbaa704ff7,07-02-2026 06:50,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:735effe4-028e-456c-b909-7adbaa704ff7,V200,,Mod Foundation,West,Vrishabhavati Valley
60,17-01-2026,07-02-2026,,,"Yes, I feel safe to conduct the audit",A1,Right hand side (RHS),13.0639972 77.5597141 827.5999755859375 4.767,13.0639972,77.5597141,827.5999756,4.767,2026/01/17 17:13:00+0530,,Retaining wall intact throughout the stretch,0,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1768650254646.jpg,,,,,"Pedestrian, I see only people walking on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1768650286724.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665851495/attachments/attvZB5TVFB5qnNhQ6mvSDVz/,No,0,,,,No,,,Cannot see,,,Yes,,,OK,665851495,5ca739e9-4635-480a-bd81-9ff4f1bf123a,07-02-2026 06:50,no,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:5ca739e9-4635-480a-bd81-9ff4f1bf123a,,,Mod Foundation,North,Hebbal Nagawara Valley
61,07-02-2026,07-02-2026,,,"Yes, I feel safe to conduct the audit",A1,Left hand side (LHS),12.9566484 77.4908351 740.1363084739843 4.393,12.9566484,77.4908351,740.1363085,4.393,2026/02/07 16:44:00+0530,,Retaining wall intact throughout the stretch,8,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1770462946373.jpg,,1770462965396.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1770462994028.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/666018906/attachments/att6oyfFCUZUmoPheVro5Kdy/,No,0,1770463029327.jpg,,,Yes,1770463050106.jpg,,Cannot see,,,No,,,OK,666018906,c32b5e02-3cd6-4098-9267-40a58ab87a21,07-02-2026 11:51,no,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:c32b5e02-3cd6-4098-9267-40a58ab87a21,RN531,,Mod Foundation,West,Vrishabhavati Valley
62,07-02-2026,07-02-2026,,,"Yes, I feel safe to conduct the audit",A1,Left hand side (LHS),12.9547611 77.4900411 744.4648265697641 4.786,12.9547611,77.4900411,744.4648266,4.786,2026/02/07 16:55:00+0530,,Retaining wall intact throughout the stretch,8,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1770463572369.jpg,,1770463583162.jpg,,,"Vehicular, I can see vehicles on the bridge",Broken wall/fence,Safe to walk (clear path),1770463639246.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/666018977/attachments/attNaYzEp53TgT4iLZdTYh5T/,No,0,1770463657582.jpg,,,Yes,1770463684152.jpg,,Yes,1770463697018.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/666018977/attachments/att8LKHeF2yau69fKBWwATBe/,No,,,OK,666018977,372f190b-3e86-49b8-9f24-8930f17e869e,07-02-2026 11:51,no,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:372f190b-3e86-49b8-9f24-8930f17e869e,RN531,,Mod Foundation,West,Vrishabhavati Valley
63,07-02-2026,07-02-2026,,,"Yes, I feel safe to conduct the audit",A1,Left hand side (LHS),12.952211 77.488931 748.0999755859375 4.059,12.952211,77.488931,748.0999756,4.059,2026/02/07 17:03:00+0530,,Retaining wall intact throughout the stretch,10,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1770464046463.jpg,,1770464056836.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1770464084973.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/666019034/attachments/att5NAvQpPrwinyMoFE9bWSQ/,No,0,1770464110215.jpg,,,Yes,1770464168721.jpg,,Yes,1770464203572.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/666019034/attachments/atti3PhSg9y5HWvRsa6kFwNi/,No,,,OK,666019034,7c740684-7ff8-495a-8465-78d8b95a7b4c,07-02-2026 11:51,no,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:7c740684-7ff8-495a-8465-78d8b95a7b4c,RN531,,Mod Foundation,West,Vrishabhavati Valley
64,21-02-2026,21-02-2026,,,"Yes, I feel safe to conduct the audit",A18,Left hand side (LHS),13.0332015 77.6256478 812.7999877929688 3.979,13.0332015,77.6256478,812.7999878,3.979,2026/02/21 10:46:00+0530,,Retaining wall intact throughout the stretch,4,There is no fence ,"Both, SSM and RCC",1771651167155.jpg,,1771651229033.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1771651315658.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/676739659/attachments/attn5ST5CWRjxmDivLsPzNeB/,Yes,2,1771651375301.jpg,,,Yes,1771651526374.jpg,,Yes,1771651548740.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/676739659/attachments/attH9xjaGGCWmGLv68xP3pQQ/,No,,,OK,676739659,c4e39a9d-0a52-454c-a5da-d8231e92fe8b,21-02-2026 05:27,yes,,submitted_via_web,,v3tpAA3xLp479pfhqUuXwb,,uuid:c4e39a9d-0a52-454c-a5da-d8231e92fe8b,H300,,Mod Foundation,North,Hebbal Nagawara Valley
65,21-02-2026,21-02-2026,,,"Yes, I feel safe to conduct the audit",A18,Left hand side (LHS),13.0323488 77.6254892 813.0 4.783,13.0323488,77.6254892,813,4.783,2026/02/21 11:00:00+0530,,Retaining wall intact throughout the stretch,4,There is no fence ,Reinforced Cement Concrete (RCC),1771651957015.jpg,,1771651979611.jpg,,,"Pedestrian, I see only people walking on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1771652050783.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/676756005/attachments/attNa6L822GnQj6mY5gaSHAj/,Yes,2,1771652089421.jpg,,,Yes,1771652119031.jpg,,Yes,1771652142623.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/676756005/attachments/attfaQh2JLvUYsEwLKB3pWKU/,No,,,OK,676756005,9adeabba-2394-423e-82e4-8bfb261edea3,21-02-2026 06:07,yes,,submitted_via_web,,v3tpAA3xLp479pfhqUuXwb,,uuid:9adeabba-2394-423e-82e4-8bfb261edea3,H300,,Mod Foundation,North,Hebbal Nagawara Valley
66,21-02-2026,21-02-2026,,,"Yes, I feel safe to conduct the audit",A18,Right hand side (RHS),13.0291284 77.6248145 814.0 6.428,13.0291284,77.6248145,814,6.428,2026/02/21 11:30:00+0530,,Retaining wall intact throughout the stretch,4,There is no fence ,Reinforced Cement Concrete (RCC),1771653697992.jpg,,1771653718152.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1771653763894.jpg,,No,,,No,,,OK,676756218,13f87e97-7427-496d-97fc-a7b0bd7b7861,21-02-2026 06:07,yes,,submitted_via_web,,v3tpAA3xLp479pfhqUuXwb,,uuid:13f87e97-7427-496d-97fc-a7b0bd7b7861,H300,,Mod Foundation,North,Hebbal Nagawara Valley
67,21-02-2026,21-02-2026,,,"Yes, I feel safe to conduct the audit",A19,Right hand side (RHS),13.0280985 77.6250863 814.2000122070312 5.0,13.0280985,77.6250863,814.2000122,5,2026/02/21 11:28:00+0530,,Broken in some places,5,There is no fence ,Reinforced Cement Concrete (RCC),1771653611543.jpg,,1771653630926.jpg,,,"Pedestrian, I see only people walking on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1771653663533.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/676772835/attachments/attpXTD3E5kwCdBzMumMdTvD/,No,0,1771653689970.jpg,,,Yes,1771653729542.jpg,,No,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/676772835/attachments/attxPkifuHca3R9QuPyPkcxn/,No,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/676772835/attachments/attwqh62niBTxW5opnzQwfAX/,OK,676772835,a41e745b-3b50-4598-a2db-41d65a202d7f,21-02-2026 06:44,yes,,submitted_via_web,,v3tpAA3xLp479pfhqUuXwb,,uuid:a41e745b-3b50-4598-a2db-41d65a202d7f,H300,,Mod Foundation,North,Hebbal Nagawara Valley
